doc_id,content,doc_type,topic,argument_type,metadata,full_context
1_97_premise,"The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published.",premise,Internetaccess,attack,TOPIC: Internetaccess | ARGUMENT_TYPE: attack,"TOPIC: Internetaccess | ARGUMENT_TYPE: attack | PREMISE: The right to speak springs from the innate sense of owning one's self rather than being a property of the state, which means that each individual has the right to their own thoughts and to express them. That right doesn't extend to publication, however, which is where Toure’s argument runs off the rails. If one wants to get published, then either one has to own the means to publication or pay someone else for the service. After all, no one has the right to confiscate someone else's printing press in order to get published."
1_176_hypothesis,Individuals should be at liberty to use marijuana.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Individuals should be at liberty to use marijuana.
1_177_premise,"If marijuana is harmful, shouldn't individuals be at liberty to experience the punishment of a poor choice, and shouldn't this mean that marijuana use entails its own punishments that requires no imposed government punishment.",premise,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,"TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | PREMISE: If marijuana is harmful, shouldn't individuals be at liberty to experience the punishment of a poor choice, and shouldn't this mean that marijuana use entails its own punishments that requires no imposed government punishment."
1_177_hypothesis,"Even if marijuana's effects were isolated to the individual, there is room for the state to protect individuals from harming themselves. This is why it is illegal, in some places, not wear a seat belt. If marijuana's effects are seen as clearly harmful, the state can justly protect its citizens from it.",hypothesis,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,"TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | HYPOTHESIS: Even if marijuana's effects were isolated to the individual, there is room for the state to protect individuals from harming themselves. This is why it is illegal, in some places, not wear a seat belt. If marijuana's effects are seen as clearly harmful, the state can justly protect its citizens from it."
1_178_premise,"Although cannabis does indeed have some harmful effects, it is no more harmful than legal substances like alcohol and tobacco. As a matter of fact, research by the British Medical Association shows that nicotine is far more addictive than cannabis. Furthermore, the consumption of alcohol and the smoking of cigarettes cause more deaths per year than does the use of cannabis. The legalization of cannabis will remove an anomaly in the law whereby substances that are more dangerous than cannabis are legal whilst the possession and use of cannabis remains unlawful.",premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,"TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: Although cannabis does indeed have some harmful effects, it is no more harmful than legal substances like alcohol and tobacco. As a matter of fact, research by the British Medical Association shows that nicotine is far more addictive than cannabis. Furthermore, the consumption of alcohol and the smoking of cigarettes cause more deaths per year than does the use of cannabis. The legalization of cannabis will remove an anomaly in the law whereby substances that are more dangerous than cannabis are legal whilst the possession and use of cannabis remains unlawful."
1_178_hypothesis,Individuals should be at liberty to use marijuana.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Individuals should be at liberty to use marijuana.
1_179_premise,Various risks to other citizens are greatly enhanced by marijuana use.,premise,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | PREMISE: Various risks to other citizens are greatly enhanced by marijuana use.
1_179_hypothesis,Individuals should be at liberty to use marijuana.,hypothesis,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | HYPOTHESIS: Individuals should be at liberty to use marijuana.
1_180_premise,Legalization of marijuana would make roads more dangerous.,premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: Legalization of marijuana would make roads more dangerous.
1_180_hypothesis,Various risks to other citizens are greatly enhanced by marijuana use.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Various risks to other citizens are greatly enhanced by marijuana use.
1_181_premise,Some train and plane tragedies were connected with marijuana use.,premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: Some train and plane tragedies were connected with marijuana use.
1_181_hypothesis,Various risks to other citizens are greatly enhanced by marijuana use.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Various risks to other citizens are greatly enhanced by marijuana use.
1_182_premise,Legalization of marijuana would increase work-place accidents.,premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: Legalization of marijuana would increase work-place accidents.
1_182_hypothesis,Various risks to other citizens are greatly enhanced by marijuana use.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Various risks to other citizens are greatly enhanced by marijuana use.
1_183_premise,"There are currently no widely-accepted and easily-administered tests available to detect whether someone's judgement or ability to function has been compromised by marijuana use. For those who drink and drive, we have the breathalyser. But there is no way for us to know whether the driver next to you on the road or the pilot flying a plane or someone operating heavy machinery is under the influence of marijuana. There is no way for us to know whether they pose a danger to lives of others.",premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,"TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: There are currently no widely-accepted and easily-administered tests available to detect whether someone's judgement or ability to function has been compromised by marijuana use. For those who drink and drive, we have the breathalyser. But there is no way for us to know whether the driver next to you on the road or the pilot flying a plane or someone operating heavy machinery is under the influence of marijuana. There is no way for us to know whether they pose a danger to lives of others."
1_183_hypothesis,Various risks to other citizens are greatly enhanced by marijuana use.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Various risks to other citizens are greatly enhanced by marijuana use.
1_184_premise,"Instances of brutal violence and murder have been cited as caused, to some extent, by marijuana use and impaired judgement.",premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,"TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: Instances of brutal violence and murder have been cited as caused, to some extent, by marijuana use and impaired judgement."
1_184_hypothesis,Various risks to other citizens are greatly enhanced by marijuana use.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Various risks to other citizens are greatly enhanced by marijuana use.
1_185_premise,"First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials.",premise,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,"TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | PREMISE: First, decriminalizing marijuana possession will enable users to spend more time being high. When people can walk the streets with it in their pockets without fear of arrest, they will have it more often and use it more often. It is hardly an encouraging prospect to think that marijuana users will be high more often. Such a disastrous outcome will put even more pressure on our families, communities, businesses, health services, and law enforcement officials."
1_185_hypothesis,Individuals should be at liberty to use marijuana.,hypothesis,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | HYPOTHESIS: Individuals should be at liberty to use marijuana.
1_186_premise,Marijuana's public health costs violate tax-payer liberties.,premise,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | PREMISE: Marijuana's public health costs violate tax-payer liberties.
1_186_hypothesis,Individuals should be at liberty to use marijuana.,hypothesis,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | HYPOTHESIS: Individuals should be at liberty to use marijuana.
1_187_premise,"Marijuana may indeed have indirect social costs, such as increased healthcare costs, increased risks on the road, and others. But, illegalizing marijuana on this basis risks being seen as arbitrary discrimination against marijuana. Wouldn't you also have to illegalize alcohol, tobacco, and fast food on a similar basis. Certainly, the social costs and risks of these substances can be argued as equivalent to the risks of marijuana consumption. Illegalizing marijuana on the basis of its social costs, therefore, opens the law to accusations of being arbitrary, discriminatory, and of double standards.",premise,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,"TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | PREMISE: Marijuana may indeed have indirect social costs, such as increased healthcare costs, increased risks on the road, and others. But, illegalizing marijuana on this basis risks being seen as arbitrary discrimination against marijuana. Wouldn't you also have to illegalize alcohol, tobacco, and fast food on a similar basis. Certainly, the social costs and risks of these substances can be argued as equivalent to the risks of marijuana consumption. Illegalizing marijuana on the basis of its social costs, therefore, opens the law to accusations of being arbitrary, discriminatory, and of double standards."
1_187_hypothesis,Marijuana's public health costs violate tax-payer liberties.,hypothesis,Marijuanafree,attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack,TOPIC: Marijuanafree | ARGUMENT_TYPE: attack | HYPOTHESIS: Marijuana's public health costs violate tax-payer liberties.
1_188_premise,"The problem with illegalizing marijuana is that it lumps the most moderate of uses of marijuana in with the worst of abuses. Just like with alcohol, there are scales of use that fall within responsible to irresponsible to abusive categories. The responsible use of marijuana might involve the recreational use of the drug a couple of times a year and in very small doses, such as, a single toke. Does it make sense for such innocuous levels of consumption to be illegal? No. And, yet, in states where marijuana is illegal, such levels of consumption are illegal. Instead of this system, marijuana should be legally regulated like alcohol on the basis of abuse in circumstances where it has the potential to threaten other citizens, such as before driving or operating machinery.",premise,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,"TOPIC: Marijuanafree | ARGUMENT_TYPE: support | PREMISE: The problem with illegalizing marijuana is that it lumps the most moderate of uses of marijuana in with the worst of abuses. Just like with alcohol, there are scales of use that fall within responsible to irresponsible to abusive categories. The responsible use of marijuana might involve the recreational use of the drug a couple of times a year and in very small doses, such as, a single toke. Does it make sense for such innocuous levels of consumption to be illegal? No. And, yet, in states where marijuana is illegal, such levels of consumption are illegal. Instead of this system, marijuana should be legally regulated like alcohol on the basis of abuse in circumstances where it has the potential to threaten other citizens, such as before driving or operating machinery."
1_188_hypothesis,Individuals should be at liberty to use marijuana.,hypothesis,Marijuanafree,support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support,TOPIC: Marijuanafree | ARGUMENT_TYPE: support | HYPOTHESIS: Individuals should be at liberty to use marijuana.
1_189_premise,"Legalizing same-sex marriage would also be a recognition of basic American principles, and would represent the culmination of our nation's commitment to equal rights. It is, some have said, the last major civil-rights milestone yet to be surpassed in our two-century struggle to attain the goals we set for this nation at its formation.",premise,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,"TOPIC: Gaymarriage | ARGUMENT_TYPE: support | PREMISE: Legalizing same-sex marriage would also be a recognition of basic American principles, and would represent the culmination of our nation's commitment to equal rights. It is, some have said, the last major civil-rights milestone yet to be surpassed in our two-century struggle to attain the goals we set for this nation at its formation."
1_189_hypothesis,Gay marriage is a civil right.,hypothesis,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support | HYPOTHESIS: Gay marriage is a civil right.
1_190_premise,"The case for allowing gays to marry begins with equality, pure and simple. Why should one set of loving, consenting adults be denied a right that other such adults have and which, if exercised, will do no damage to anyone else?",premise,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,"TOPIC: Gaymarriage | ARGUMENT_TYPE: support | PREMISE: The case for allowing gays to marry begins with equality, pure and simple. Why should one set of loving, consenting adults be denied a right that other such adults have and which, if exercised, will do no damage to anyone else?"
1_190_hypothesis,Gay marriage is a civil right.,hypothesis,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support | HYPOTHESIS: Gay marriage is a civil right.
1_191_premise,"State recognition of marriage is not a universal right. States regulate marriage in many ways besides denying men the right to marry men, and women the right to marry women. Roughly half of all states prohibit first cousins from marrying, and all prohibit marriage of closer blood relatives, even if the individuals being married are sterile. In all states, it is illegal to attempt to marry more than one person, or even to pass off more than one person as one's spouse. Some states restrict the marriage of people suffering from syphilis or other venereal diseases. Homosexuals, therefore, are not the only people to be denied the right to marry the person of their choosing.",premise,Gaymarriage,attack,TOPIC: Gaymarriage | ARGUMENT_TYPE: attack,"TOPIC: Gaymarriage | ARGUMENT_TYPE: attack | PREMISE: State recognition of marriage is not a universal right. States regulate marriage in many ways besides denying men the right to marry men, and women the right to marry women. Roughly half of all states prohibit first cousins from marrying, and all prohibit marriage of closer blood relatives, even if the individuals being married are sterile. In all states, it is illegal to attempt to marry more than one person, or even to pass off more than one person as one's spouse. Some states restrict the marriage of people suffering from syphilis or other venereal diseases. Homosexuals, therefore, are not the only people to be denied the right to marry the person of their choosing."
1_191_hypothesis,Gay marriage is a civil right.,hypothesis,Gaymarriage,attack,TOPIC: Gaymarriage | ARGUMENT_TYPE: attack,TOPIC: Gaymarriage | ARGUMENT_TYPE: attack | HYPOTHESIS: Gay marriage is a civil right.
1_192_premise,"The primary intent in restricting marriage to opposite sex couples is to maintain marriage as the institution that fulfils society's need to protect the inherently procreative relationship and its functions for society, and is not to exclude homosexual relationships because they are homosexual. The discrimination involved in the exclusion is a secondary effect which is not desired but unavoidable, and it is justified or excused by the primary purpose which otherwise cannot be realized.",premise,Gaymarriage,attack,TOPIC: Gaymarriage | ARGUMENT_TYPE: attack,"TOPIC: Gaymarriage | ARGUMENT_TYPE: attack | PREMISE: The primary intent in restricting marriage to opposite sex couples is to maintain marriage as the institution that fulfils society's need to protect the inherently procreative relationship and its functions for society, and is not to exclude homosexual relationships because they are homosexual. The discrimination involved in the exclusion is a secondary effect which is not desired but unavoidable, and it is justified or excused by the primary purpose which otherwise cannot be realized."
1_192_hypothesis,Gay marriage is a civil right.,hypothesis,Gaymarriage,attack,TOPIC: Gaymarriage | ARGUMENT_TYPE: attack,TOPIC: Gaymarriage | ARGUMENT_TYPE: attack | HYPOTHESIS: Gay marriage is a civil right.
1_193_premise,"When we refuse to accord the status of civil right to gays and lesbians marriage, we discourage them from forming the same relationships we encourage for others. And we are also telling them, those who love them, and society as a whole that their relationships are less worthy, less legitimate, less permanent, and less valued. We demean their relationships and we demean them as individuals. I cannot imagine how we benefit as a society by doing so.",premise,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,"TOPIC: Gaymarriage | ARGUMENT_TYPE: support | PREMISE: When we refuse to accord the status of civil right to gays and lesbians marriage, we discourage them from forming the same relationships we encourage for others. And we are also telling them, those who love them, and society as a whole that their relationships are less worthy, less legitimate, less permanent, and less valued. We demean their relationships and we demean them as individuals. I cannot imagine how we benefit as a society by doing so."
1_193_hypothesis,Gay marriage is a civil right.,hypothesis,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support | HYPOTHESIS: Gay marriage is a civil right.
1_194_premise,"When gay people say that this is a civil rights issue, we are referring to matters like the fact that we cannot make medical decisions for our partners in an emergency. Instead, the hospitals are usually forced by state laws to go to the families who may be estranged from us for decades, who are often hostile to us, and totally ignore our wishes for the treatment of our partners. These aren't just theoretical issues, either; they happen with surprising frequency.",premise,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,"TOPIC: Gaymarriage | ARGUMENT_TYPE: support | PREMISE: When gay people say that this is a civil rights issue, we are referring to matters like the fact that we cannot make medical decisions for our partners in an emergency. Instead, the hospitals are usually forced by state laws to go to the families who may be estranged from us for decades, who are often hostile to us, and totally ignore our wishes for the treatment of our partners. These aren't just theoretical issues, either; they happen with surprising frequency."
1_194_hypothesis,Gay marriage is a civil right.,hypothesis,Gaymarriage,support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support,TOPIC: Gaymarriage | ARGUMENT_TYPE: support | HYPOTHESIS: Gay marriage is a civil right.
1_195_premise,"Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being"".",premise,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,"TOPIC: Vegetarianism | ARGUMENT_TYPE: support | PREMISE: Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being""."
1_195_hypothesis,Humans and animals are of equal value.,hypothesis,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support | HYPOTHESIS: Humans and animals are of equal value.
1_196_premise,"Moral status is a-matter-of-degree, and that human and non-human animals have moral status, or intrinsic value, but to different degrees. On this view, moral status, or intrinsic value, of an animal is dependent on, and derived from, its capacity to have a rich life, which is in turn dependent on its experiential capacity. Given that human beings have the capacity to a richer life than other animals, they also have higher intrinsic value or moral status. Similarly, mammals also have higher intrinsic value than birds, which in turn would have higher intrinsic value than reptiles, which has higher intrinsic value than fish, shrimps, etc. I claim that the ""matter-of-degree"" view is the only plausible view on the comparative moral status between humans and non-humans.",premise,Vegetarianism,attack,TOPIC: Vegetarianism | ARGUMENT_TYPE: attack,"TOPIC: Vegetarianism | ARGUMENT_TYPE: attack | PREMISE: Moral status is a-matter-of-degree, and that human and non-human animals have moral status, or intrinsic value, but to different degrees. On this view, moral status, or intrinsic value, of an animal is dependent on, and derived from, its capacity to have a rich life, which is in turn dependent on its experiential capacity. Given that human beings have the capacity to a richer life than other animals, they also have higher intrinsic value or moral status. Similarly, mammals also have higher intrinsic value than birds, which in turn would have higher intrinsic value than reptiles, which has higher intrinsic value than fish, shrimps, etc. I claim that the ""matter-of-degree"" view is the only plausible view on the comparative moral status between humans and non-humans."
1_196_hypothesis,"Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being"".",hypothesis,Vegetarianism,attack,TOPIC: Vegetarianism | ARGUMENT_TYPE: attack,"TOPIC: Vegetarianism | ARGUMENT_TYPE: attack | HYPOTHESIS: Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being""."
1_197_premise,"Unlike animals, humans are capable of rational thought and can alter the world around them. Religious people would say that humans also have souls and a different relationship with God. Other creatures were put on this earth for mankind to use, and that includes eating meat. For all these reasons we say that men and women have rights and that animals don't.",premise,Vegetarianism,attack,TOPIC: Vegetarianism | ARGUMENT_TYPE: attack,"TOPIC: Vegetarianism | ARGUMENT_TYPE: attack | PREMISE: Unlike animals, humans are capable of rational thought and can alter the world around them. Religious people would say that humans also have souls and a different relationship with God. Other creatures were put on this earth for mankind to use, and that includes eating meat. For all these reasons we say that men and women have rights and that animals don't."
1_197_hypothesis,"Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being"".",hypothesis,Vegetarianism,attack,TOPIC: Vegetarianism | ARGUMENT_TYPE: attack,"TOPIC: Vegetarianism | ARGUMENT_TYPE: attack | HYPOTHESIS: Animal life is equivalent in value to human life. Mahatma Gandhi said ""To my mind, the life of a lamb is no less precious than that of a human being""."
1_198_premise,"Many of the physical abilities of animals are astonishing and far superior to the correlating abilities of humans. Eagles, for instance, have many times better eye-sight than humans. They are also better fliers. As such, it is wrong to claim that humans are, generally, superior and thus authorized to eat other animals; we're simply different creatures of no greater or lesser value.",premise,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,"TOPIC: Vegetarianism | ARGUMENT_TYPE: support | PREMISE: Many of the physical abilities of animals are astonishing and far superior to the correlating abilities of humans. Eagles, for instance, have many times better eye-sight than humans. They are also better fliers. As such, it is wrong to claim that humans are, generally, superior and thus authorized to eat other animals; we're simply different creatures of no greater or lesser value."
1_198_hypothesis,Humans and animals are of equal value.,hypothesis,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support | HYPOTHESIS: Humans and animals are of equal value.
1_199_premise,"Animals have emotions, personalities, and souls just like humans.",premise,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,"TOPIC: Vegetarianism | ARGUMENT_TYPE: support | PREMISE: Animals have emotions, personalities, and souls just like humans."
1_199_hypothesis,Humans and animals are of equal value.,hypothesis,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support | HYPOTHESIS: Humans and animals are of equal value.
1_200_premise,"The philosophy of animal rights is respectful of our best science in general and evolutionary biology in particular. The latter teaches that, in Darwin's words, humans differ from many other animals ""in degree"", not in kind. Questions of line drawing to one side, it is obvious that the animals used in laboratories, raised for food, and hunted for pleasure or trapped for profit, for example, are our psychological kin. This is no fantasy, this is fact, proven by our best science.",premise,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,"TOPIC: Vegetarianism | ARGUMENT_TYPE: support | PREMISE: The philosophy of animal rights is respectful of our best science in general and evolutionary biology in particular. The latter teaches that, in Darwin's words, humans differ from many other animals ""in degree"", not in kind. Questions of line drawing to one side, it is obvious that the animals used in laboratories, raised for food, and hunted for pleasure or trapped for profit, for example, are our psychological kin. This is no fantasy, this is fact, proven by our best science."
1_200_hypothesis,Humans and animals are of equal value.,hypothesis,Vegetarianism,support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support,TOPIC: Vegetarianism | ARGUMENT_TYPE: support | HYPOTHESIS: Humans and animals are of equal value.
2_1_premise,Violent video games do not increase aggression.,premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: Violent video games do not increase aggression.
2_1_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Violent games make youth more agressive/violent.
2_2_premise,"A 2005 University of Illinois at Urbana-Champaign study found: ""Violent video games players were not statistically different from the non-playing control group in their beliefs on aggression after playing the game than they were before playing."" He added: ""Nor was game play a predictor of aggressive behaviors. Compared with the control group, the players neither increased their argumentative behaviors after game play nor were significantly more likely to argue with their friends and partners.",premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,"TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: A 2005 University of Illinois at Urbana-Champaign study found: ""Violent video games players were not statistically different from the non-playing control group in their beliefs on aggression after playing the game than they were before playing."" He added: ""Nor was game play a predictor of aggressive behaviors. Compared with the control group, the players neither increased their argumentative behaviors after game play nor were significantly more likely to argue with their friends and partners."
2_2_hypothesis,Violent video games do not increase aggression.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Violent video games do not increase aggression.
2_3_premise,Some youth have tried to emulate violence in games.,premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: Some youth have tried to emulate violence in games.
2_3_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Violent games make youth more agressive/violent.
2_4_premise,"""A few years ago, on Long Island, six teenagers were arrested after a crime spree involving breakins, a violent mugging and a carjacking attempt. According to what the teens told authorities, they had been trying to live out the life of Niko Belic. Ever heard of him? He is the protagonist in the wildly popular video game 'Grand Theft Auto IV.' What the teens did represents one of the worst-case scenarios imagined by those who advocate for government to limit the sale of violent video games to minors.",premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,"TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: ""A few years ago, on Long Island, six teenagers were arrested after a crime spree involving breakins, a violent mugging and a carjacking attempt. According to what the teens told authorities, they had been trying to live out the life of Niko Belic. Ever heard of him? He is the protagonist in the wildly popular video game 'Grand Theft Auto IV.' What the teens did represents one of the worst-case scenarios imagined by those who advocate for government to limit the sale of violent video games to minors."
2_4_hypothesis,Some youth have tried to emulate violence in games.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Some youth have tried to emulate violence in games.
2_5_premise,Youth playing violent games exhibit more aggression.,premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: Youth playing violent games exhibit more aggression.
2_5_hypothesis,Violent games make youth more agressive/violent.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Violent games make youth more agressive/violent.
2_6_premise,"In experimental studies, children who view violent television shows or films — or who play violent video games — are significantly more likely to behave aggressively in comparison to children who view nonviolent television shows or films, or who play nonviolent video games. In long-term studies, individuals who consume violent media during childhood end up more aggressive as adults, in comparison with peers who consume nonviolent media during childhood.",premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,"TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: In experimental studies, children who view violent television shows or films — or who play violent video games — are significantly more likely to behave aggressively in comparison to children who view nonviolent television shows or films, or who play nonviolent video games. In long-term studies, individuals who consume violent media during childhood end up more aggressive as adults, in comparison with peers who consume nonviolent media during childhood."
2_6_hypothesis,Youth playing violent games exhibit more aggression.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: Youth playing violent games exhibit more aggression.
2_7_premise,People know video game violence is fake.,premise,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | PREMISE: People know video game violence is fake.
2_7_hypothesis,Youth playing violent games exhibit more aggression.,hypothesis,Violentgames,attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack,TOPIC: Violentgames | ARGUMENT_TYPE: attack | HYPOTHESIS: Youth playing violent games exhibit more aggression.
2_8_premise,"Young people know it: as one 13-year-old said during a study I conducted at Harvard, ""With video games, you know it's fake.""",premise,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,"TOPIC: Violentgames | ARGUMENT_TYPE: support | PREMISE: Young people know it: as one 13-year-old said during a study I conducted at Harvard, ""With video games, you know it's fake."""
2_8_hypothesis,People know video game violence is fake.,hypothesis,Violentgames,support,TOPIC: Violentgames | ARGUMENT_TYPE: support,TOPIC: Violentgames | ARGUMENT_TYPE: support | HYPOTHESIS: People know video game violence is fake.
