file_id,pair_id,topic,task,premise_id,premise_text,hypothesis_id,hypothesis_text,argument_type,original_entailment,original_argument,complex_attack_type,source_file,unique_id,content_length
2,51,Arminglibianrebels,ARG,2,"Fawzi Bukatif, the commander of the Martyr's Brigade, part of the forces battling Gaddafi said the rebels' progress was hampered by a lack of weapons, and a reliance on ""old Russian weapons"". ""The  problem we have is we have run out of weapons"", he said. ""You know our weapons are traditional ones; the old ones; the Russian weapons. We need ammunition. We need new weapons. We need anti-tanks; we do not have facilities but we have the soldiers left behind by Gaddafi"". ""If we do have weapons and ammunitions that we need at the moment, we can move strongly and faster"".",1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,support,YES,,,data\2.csv,2_51,680
2,52,Arminglibianrebels,ARG,3,"At the end of the day, it's entirely possible that giving Libyan rebels a boost in arms could, at a minimum, level the playing field with respect to Gaddafi forces.",1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,support,YES,,,data\2.csv,2_52,273
2,53,Arminglibianrebels,ARG,4,"Once Gaddafi realizes that he is up against an endless supply of arms and ammunition, he will surely recalibrate his decisions. There have been reports that he floated the idea of leaving office as long as he is guaranteed safe passage.",1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,support,YES,,,data\2.csv,2_53,345
2,54,Arminglibianrebels,ARG,5,"West should protect Libyan civilians, not arm rebels. NATO Secretary-General Anders Fogh Rasmussen says the coalition under his control is clear about its mission. ""We are not in Libya to arm people. We are in Libya to protect civilians against attacks"".",1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,attack,NO,,,data\2.csv,2_54,363
2,55,Arminglibianrebels,ARG,6,"Arms will go to rebels no matter if West provides them. There are strong arguments for providing at least small arms. One reason is that weapons are probably going to pour in anyway, perhaps from Egyptian stockpiles or factories and perhaps paid for by Gulf Arab states (indeed, the Wall Street Journal has reported that this is already happening, though Egypt denies it).",5.0,"West should protect Libyan civilians, not arm rebels. NATO Secretary-General Anders Fogh Rasmussen says the coalition under his control is clear about its mission. ""We are not in Libya to arm people. We are in Libya to protect civilians against attacks"".",attack,NO,,,data\2.csv,2_55,626
2,56,Arminglibianrebels,ARG,7,"Humanitarian mission needn't involve arming Libyan rebels. It might be justifiable to arm the rebels if that were only way to achieve the humanitarian objectives of the intervention. Yet there isn't any evidence that it would be necessary to do so to defend Benghazi as a sanctuary. It seems clear that Benghazi can be defended from the air by NATO, even if that requires enforcing ""no-drive"" zones occasionally.",1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,attack,NO,,,data\2.csv,2_56,521
2,57,Arminglibianrebels,ARG,8,"The rebels don't need arms so much as technical and tactical training in how to use them, the creation of some kind of communications network, and a command structure that might help them become a cohesive fighting force.",3.0,"At the end of the day, it's entirely possible that giving the rebels a boost in arms could, at a minimum, level the playing field with respect to Gaddafi forces.",attack,NO,,,data\2.csv,2_57,382
2,58,Arminglibianrebels,ARG,9,No controls on how Libyan rebels use West's weapons. Now the Administration's policy may be migrating toward the idea of supplying the rebels with weapons. Yet the rebels have as yet no command and control; they serve a political entity (if that is not too generous a way to describe the councils that have been set up in eastern Libya) that is recognized as legitimate by France alone. There is no way to police the rebels' conduct or to hold them accountable for their actions on the battlefield.,1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,attack,NO,,,data\2.csv,2_58,607
2,59,Arminglibianrebels,ARG,10,The alternative to arming the rebels is almost certainly many thousands executed and thousands more disappeared by Gaddafi's military and secret police though.,1.0,Arming Libyan rebels has a military impact on the rebels' combat abilities and in ousting Gaddafi from power.,support,YES,,,data\2.csv,2_59,268
2,60,Sobrietytest,ARG,2,"Random breath tests help deter drunk driving. A 1995 review by the European Transport Safety Council concluded, ""There is wide agreement in the international scientific literature that increasing driver's perception of the risk of being detected for excess alcohol is a very important element in any package of measures to reduce alcohol related crashes"".",1.0,Random sobriety tests for drivers are effective at deterring drunk driving.,support,YES,,,data\2.csv,2_60,430
2,61,Sobrietytest,ARG,3,Random breath testing doesn't necessarily lower drunk driving. Many countries have had random testing for some time and have seen no real fall in drink driving figures.,1.0,Random sobriety tests for drivers are effective at deterring drunk driving.,attack,NO,,,data\2.csv,2_61,243
2,62,Sobrietytest,ARG,4,"Little evidence random alcohol tests deter drunk driving. There is a dearth of research regarding the deterrent effect of checkpoints. The only formally documented research regarding deterrence is a survey of Maryland's ""Checkpoint Strikeforce"" program. The survey found no deterrent effect: ""To date, there is no evidence to indicate that this campaign, which involves a number of sobriety checkpoints and media activities to promote these efforts, has had any impact on public perceptions, driver behaviors, or alcohol-related motor vehicle crashes and injuries. This conclusion is drawn after examining statistics for alcohol-related crashes, police citations for impaired driving, and public perceptions of alcohol-impaired driving risk"".",3.0,Random breath testing doesn't necessarily lower drunk driving. Many countries have had random testing for some time and have seen no real fall in drink driving figures.,support,YES,,,data\2.csv,2_62,910
2,63,Sobrietytest,ARG,5,"Random alcohol breath tests reduce accidents, save lives. The Centers for Disease Control, in a 2002 Traffic Injury Prevention report, found that in general, the number of alcohol related crashes was reduced by 20% in states that implement sobriety checkpoints compared to those that do not.",1.0,Random sobriety tests for drivers are effective at deterring drunk driving.,support,YES,,,data\2.csv,2_63,366
2,64,Sobrietytest,ARG,6,"Repeat drunk drivers unlikely to respond to random breath testing deterrence. ""One statistic the MAD bunch doesn't like to mention is the fact that half of the people killed by drunk drivers have at least double the legal blood alcohol limit. They don't like it because it implies that, on a sliding scale, drivers who are barely over the legal limit are probably not that bad. It suggests that problems associated with drunk driving are overwhelmingly caused by a small cadre of hard-core problem drinkers who are sloshed behind the wheel. Unfortunately, these are also the people who are the least responsive to legal incentives, so MAD - and the law - targets ordinary people who have a glass or two of sherry instead"".",5.0,"Random alcohol breath tests reduce accidents, save lives. The Centers for Disease Control, in a 2002 Traffic Injury Prevention report, found that in general, the number of alcohol related crashes was reduced by 20% in states that implement sobriety checkpoints compared to those that do not.",attack,NO,,,data\2.csv,2_64,1013
2,65,Sobrietytest,ARG,7,"Random alcohol tests are more effective than alternative measures. The federal Justice Department of Canada moved to implement Random Breath Testing (RBT), concluding: ""a system of random checks is more effective than a combination of other measures such as a lower threshold for blood alcohol level and more frequent RIDE checkpoints"".",1.0,Random sobriety tests for drivers are effective at deterring drunk driving.,support,YES,,,data\2.csv,2_65,411
2,66,Sobrietytest,ARG,8,"The majority of people caught drink driving have not been from random breath tests. They have been from tip-offs, police chases and police pulling over suspects, not random breath testing.",7.0,"Random alcohol tests are more effective than alternative measures. The federal Justice Department of Canada moved to implement Random Breath Testing (RBT), concluding: ""a system of random checks is more effective than a combination of other measures such as a lower threshold for blood alcohol level and more frequent RIDE checkpoints"".",attack,NO,,,data\2.csv,2_66,524
2,67,Osamaphoto,ARG,2,"Releasing Bin Laden photos would inflame Muslim world White House Spokesman Jay Carney: ""There are sensitivities here in terms of the appropriateness of releasing photographs in the aftermath of this firefight. It is fair to say they're gruesome photographs. It is certainly possible that it could be inflammatory"".",1.0,"Release of Osama bin Laden death photos incite Muslim reaction, terrorism.",support,YES,,,data\2.csv,2_67,389
2,68,Osamaphoto,ARG,3,"Photos won't upset extremists more than Laden's death. Wojtek Wolfe, a Rutgers-Camden professor: ""I don’t know if it’s really going to make the situation any worse. It will upset some people - but those people are already upset"".",1.0,"Release of Osama bin Laden death photos incite Muslim reaction, terrorism.",attack,NO,,,data\2.csv,2_68,303
2,69,Osamaphoto,ARG,4,"US shouldn't kowtow to sensitivities of extremists. Obama and Rogers' idea that news should be calibrated by the government to ease the job of the U.S. military makes for a First Amendment loophole you could drive a motorized regiment through. If al-Qaida and its supporters are more irate with the United States this week than they were last week, it's because U.S. commandos killed Bin Laden. Obama should never have marked him for death if tending the 'sensitivities' of al-Qaida and its allies was U.S. policy.",1.0,"Release of Osama bin Laden death photos incite Muslim reaction, terrorism.",attack,NO,,,data\2.csv,2_69,588
2,70,Osamaphoto,ARG,5,Death photos destroy myth of Bin Laden's invulnerability.,1.0,"Release of Osama bin Laden death photos incite Muslim reaction, terrorism.",attack,NO,,,data\2.csv,2_70,131
2,71,Osamaphoto,ARG,6,"Death photos reveal Bin Laden as monster he was. The reason to display the photos is to show bin Laden for what he really was: not a holy warrior, not a holy anything, but a deluded mass murderer who met the end he so richly deserved.",5.0,Death photos destroy myth of Bin Laden's invulnerability.,support,YES,,,data\2.csv,2_71,291
2,72,Osamaphoto,ARG,7,Releasing Bin Laden photos is a national security risk.,1.0,"Release of Osama bin Laden death photos incite Muslim reaction, terrorism.",support,YES,,,data\2.csv,2_72,129
2,73,Osamaphoto,ARG,8,"Osama photos likely to provoke violence at US embassies. Secretary of State Hilary Clinton and Secretary of Defense Robert Gates vocally worried that the images would provoke anti-American violence at embassies, consulates, and military bases overseas.",7.0,Releasing Bin Laden photos is a national security risk.,support,YES,,,data\2.csv,2_73,307
2,74,Osamaphoto,ARG,9,"National security secrets not at risk in releasing Bin Laden photos. If national-security secrets were revealed in the photos, the equation would be different. But that's not the case with a single image of the terrorist leader's dead body.",7.0,Releasing Bin Laden photos is a national security risk.,attack,NO,,,data\2.csv,2_74,295
2,75,Osamaphoto,ARG,10,Bin Laden death photos send warning to US enemies.,1.0,"Release of Osama bin Laden death photos incite Muslim reaction, terrorism.",attack,NO,,,data\2.csv,2_75,124
2,76,Osamaphoto,ARG,11,"Releasing the photos could deter would-be jihadists, who would have to think a little harder when they see the bloodied bodies of Osama's men killed in the firefight in his hideaway, photos obtained by Reuters from a Pakistani security officer and rightly released on Wednesday.",10.0,Bin Laden death photos send warning to US enemies.,support,YES,,,data\2.csv,2_76,328
2,77,Privatizingsocialsecurity,ARG,2,"If Social Security were privatized, people would deposit their income with a bank. People actually save resources that businesses can invest. We, as true savers, get more resources in the future.",1.0,Privatizing social security improves economic growth.,support,YES,,,data\2.csv,2_77,248
2,78,Privatizingsocialsecurity,ARG,3,"Creating private accounts could dampen economic growth, which would further weaken social security's future finances. Privatizing Social Security will increase federal deficits and debt significantly while increasing the likelihood that national savings will decline.",2.0,"If Social Security were privatized, people would deposit their income with a bank. People actually save resources that businesses can invest. We, as true savers, get more resources in the future.",attack,NO,,,data\2.csv,2_78,462
2,79,Privatizingsocialsecurity,ARG,4,"Social Security drains capital from the poorest areas of the country, leaving less money available for new investment and job creation. Privatization would increase national savings and provide a new pool of capital for investment that would be particularly beneficial to the poor.",1.0,Privatizing social security improves economic growth.,support,YES,,,data\2.csv,2_79,334
2,80,Privatizingsocialsecurity,ARG,5,"Privatization would not increase capital for investment. The problem is that for every dollar put into the market through a private account, the government would have to borrow a dollar in the market to cover existing payouts. Thus the supposed benefit is entirely eliminated, as the net impact on the capital available for investment is zero.",4.0,"Social Security drains capital from the poorest areas of the country, leaving less money available for new investment and job creation. Privatization would increase national savings and provide a new pool of capital for investment that would be particularly beneficial to the poor.",attack,NO,,,data\2.csv,2_80,624
2,81,Privatizingsocialsecurity,ARG,6,Private accounts prevent politicians taking from social security.,1.0,Privatizing social security improves economic growth.,support,YES,,,data\2.csv,2_81,118
2,82,Privatizingsocialsecurity,ARG,7,"While Americans in retirement or approaching retirement would stay in the current system, younger workers should have the option to invest a portion of their money in financial assets other than U.S. Treasuries. These accounts would be the ultimate ""lock box"" - they would prevent politicians in Washington from raiding the Trust Fund. The truth is that taxpayers bailout politicians every year thanks to Social Security. Congress and the White House spend more money than they have so they steal money from Social Security to help pay for it. That needs to stop and there is no responsible way of doing that except with personal accounts.",6.0,Private accounts prevent politicians taking from social security.,support,YES,,,data\2.csv,2_82,704
2,83,Privatizingsocialsecurity,ARG,8,"Privatization during economic crisis would have been disaster. Privatization in the midst of the greatest economic downturn since the Great Depression would have caused households to have lost even more of their assets, had their investments been invested in the U.S. stock market.",1.0,Privatizing social security improves economic growth.,attack,NO,,,data\2.csv,2_83,334
2,84,Privatizingsocialsecurity,ARG,9,"Privatizing social security would wrongly enrich banks. Privatization would represent a windfall for Wall Street financial institutions, who would obtain significant fees for managing private accounts.",1.0,Privatizing social security improves economic growth.,attack,NO,,,data\2.csv,2_84,254
2,85,Privatizingsocialsecurity,ARG,10,Diverting up to four percentage points of the payroll tax to create private accounts as the president has proposed would shorten significantly the time until the Trust Funds become depleted.,1.0,Privatizing social security improves economic growth.,attack,NO,,,data\2.csv,2_85,243
2,86,Privatizingsocialsecurity,ARG,11,"The program is ""pay as you go"", meaning current payroll taxes pay for current retirees. Diverting to four percentage points of payroll taxes (or other sources of government funds) to fund private accounts would drive enormous deficits and borrowing (""transition costs"").",,Diverting up to four percentage points of the payroll tax to create private accounts as the president has proposed would shorten significantly the time until the Trust Funds become depleted.,support,YES,,,data\2.csv,2_86,460
2,87,Internetaccess,ARG,2,"Internet access is essential now; must be a right. The internet is only that wire that delivers freedom of speech, freedom of assembly, and freedom of the press in a single connection.",1.0,Internet access is fundamental in modernity.,support,YES,,,data\2.csv,2_87,228
2,88,Internetaccess,ARG,3,"Just because something is a huge part in many people's lives, does it mean that those things should be regarded as rights? Cell phones for example. Should they become a right. If the internet is a right, then cell phones should be rights because they are more common. Other examples, like cars, or even drugs. Drugs and cars are a huge part of people lives. Just because they're widespread and is used extensively, doesn't mean that they should be rights.",2.0,"Internet access is essential now; must be a right. The internet is only that wire that delivers freedom of speech, freedom of assembly, and freedom of the press in a single connection.",attack,NO,,,data\2.csv,2_88,639
2,89,Internetaccess,ARG,4,"Internet not as important as real rights. We may think of such trivial things as a fundamental right, but consider the truly impoverished and what is most important to them. The right to vote, the right to liberty and freedom from slavery or the right to elementary education. Perhaps it's time for a reality check, and to re-examine which of our 'rights' are truly important.",1.0,Internet access is fundamental in modernity.,attack,NO,,,data\2.csv,2_89,420
2,90,Internetaccess,ARG,5,"Internet access is essential to other human rights United Nations' Universal Declaration of Human Rights includes the right to education and the right to work, which may hinge on Internet access. And, indeed, The European Parliament has ruled that it sees internet access as 'critical for the practical exercise of a wide array of fundamental rights.",1.0,Internet access is fundamental in modernity.,support,YES,,,data\2.csv,2_90,394
2,91,Internetaccess,ARG,6,"I've seen the growing awareness within the developing world that computers and connectivity matter and can be useful. It's not that computers matter more than water, food, shelter and healthcare, but that the network and PCs can be used to ensure that those other things are available. Satellite imagery sent to a local computer can help villages find fresh water, mobile phones can tell farmers the prices at market so they know when to harvest. The same arguments apply in the UK, but those of us who have easy, affordable and fast connectivity tend not to think of the plight of those who can't get online, just as we so often fail to notice the homeless people in our towns or let our eyes glide over deprived housing estates as we sit on the train.",4.0,"Internet not as important as real rights. We may think of such trivial things as a fundamental right, but consider the truly impoverished and what is most important to them. The right to vote, the right to liberty and freedom from slavery or the right to elementary education. Perhaps it's time for a reality check, and to re-examine which of our 'rights' are truly important.",attack,NO,,,data\2.csv,2_91,1129
2,92,Internetaccess,ARG,7,"Internet access is not really essential. It is much easier than people think to live without the Internet. People were able to lead happy succesful lives in the past without the Internet, and they are able to do so now as well. While there are certainly luxuries surrounding the use of the Internet, it is excessive to deem it as essential to human life and happiness. It is excessive there to deem it as a fundamental human right on these grounds.",1.0,Internet access is fundamental in modernity.,attack,NO,,,data\2.csv,2_92,492
2,93,Internetaccess,ARG,8,"Internet access is no right, but means of entertainment. The Internet functions mostly as a means of entertainment, enabling individuals to acquire information and to engage in other activities. No form of entertainment should be made a ""right"".",2.0,"Internet access is essential now; must be a right. The internet is only that wire that delivers freedom of speech, freedom of assembly, and freedom of the press in a single connection.",attack,NO,,,data\2.csv,2_93,429
2,94,Internetaccess,ARG,9,"In the U.S., if we are serious about equality of opportunity, access to the Internet could be strongly defended as a human right.",1.0,Internet access is fundamental in modernity.,support,YES,,,data\2.csv,2_94,173
2,95,Internetaccess,ARG,10,"Some take for granted the idea that the Internet is good for humanity. Many people argue that it has had many negative impacts. The primary use of social networking sites is ""meforming"", or frequent updates about the minutia of people's lives that one research group duly categorized as ""pointless babble"". And if the internet's most common asset is keeping us posted on what old high school classmates are having for brunch, then its risks may be more important.",8.0,"Internet access is no right, but means of entertainment. The Internet functions mostly as a means of entertainment, enabling individuals to acquire information and to engage in other activities. No form of entertainment should be made a ""right"".",support,YES,,,data\2.csv,2_95,708
2,96,Internetaccess,ARG,11,"The internet is a right. It's in their enlightened self-interest. And I will suggest that the WEF Global Agenda Council should catalogue, quantify, and demonstrate that self-interest in terms of the benefit the internet brings a nation in: 1. business – jobs created, efficiencies found, innovation sparked, entrepreneurism supported; 2. education – every human able to search all our digital knowledge, distributed university curricula, the growth of the aggregated education, the pull toward literacy; 3. politics – the ability of citizens to coalesce and act, the increase in involvement in politics, the greater transparency enabled (which some politicians will not think is in their self-interest – but that is precisely why we will want this creed to separate democrats from dictators and the corrupt); 4. government – we have only begun to use connectivity to improve governance in its relationships with constituents and in efficiencies; 4. society – I argue in my book that staying connected may change the nature of relationships for the good – one-to-one and nation-to-nation.",2.0,"Internet access is essential now; must be a right. The internet is only that wire that delivers freedom of speech, freedom of assembly, and freedom of the press in a single connection.",support,YES,,,data\2.csv,2_96,1271
2,98,Internetaccess,ARG,13,Internet access in a time of democratized online publishing may be understood as a contemporary form of the right to self-expression.,1.0,Internet access is fundamental in modernity.,support,YES,,,data\2.csv,2_98,177
2,102,Groundzeromosque,ARG,5,"Intentions of ground zero mosque developers are pure. State Department Spokesman P.J. Crowley said: ""We have a long-term relationship with Imam Faisal Abdul Rauf. His work on tolerance and religious diversity is well-known and he brings a moderate perspective to foreign audiences on what it's like to be a practicing Muslim in the United States"".",1.0,"The intentions of Cordoba House (also referred to as the ""Ground Zero Mosque"") developers are pure.",support,YES,,,data\2.csv,2_102,446
2,103,Groundzeromosque,ARG,6,"Cordoba House is a Muslim community center first; mosque second. Only the top floor of the mosque will be a prayer space. Most of Ground Zero Mosque will act as a Muslim community center, with a pool and exercise areas and spaces for other community-related activities that have very little to do with prayer. This just dampens the idea that this is somehow a hard core, or even radical, religious institution. It simply is not.",1.0,"The intentions of Cordoba House (also referred to as the ""Ground Zero Mosque"") developers are pure.",support,YES,,,data\2.csv,2_103,527
2,105,Groundzeromosque,ARG,8,"Name ""Cordoba House"" indicates nefarious intent of mosque. The true intentions of Rauf are also revealed by the name initially proposed for the Ground Zero mosque— ""Cordoba House"" — which is named for a city in Spain where a conquering Muslim army replaced a church with a mosque.",7.0,"Name ""Cordoba House"" is a very direct historical indication that the Ground Zero mosque is all about conquest and thus an assertion of Islamist triumphalism.",support,YES,,,data\2.csv,2_105,437
3,1,Violentgames,ARG,2,Violent video games do not increase aggression.,1.0,Violent games make youth more agressive/violent.,attack,contradiction,attack,,data\3.csv,3_1,95
3,2,Violentgames,ARG,3,"A 2005 University of Illinois at Urbana-Champaign study found: ""Violent video games players were not statistically different from the non-playing control group in their beliefs on aggression after playing the game than they were before playing."" He added: ""Nor was game play a predictor of aggressive behaviors. Compared with the control group, the players neither increased their argumentative behaviors after game play nor were significantly more likely to argue with their friends and partners.",2.0,Violent video games do not increase aggression.,support,entailment,support,,data\3.csv,3_2,544
3,3,Violentgames,ARG,4,Some youth have tried to emulate violence in games.,1.0,Violent games make youth more agressive/violent.,support,entailment,support,,data\3.csv,3_3,99
3,4,Violentgames,ARG,5,"""A few years ago, on Long Island, six teenagers were arrested after a crime spree involving breakins, a violent mugging and a carjacking attempt. According to what the teens told authorities, they had been trying to live out the life of Niko Belic. Ever heard of him? He is the protagonist in the wildly popular video game 'Grand Theft Auto IV.' What the teens did represents one of the worst-case scenarios imagined by those who advocate for government to limit the sale of violent video games to minors.",4.0,Some youth have tried to emulate violence in games.,support,entailment,support,,data\3.csv,3_4,556
3,5,Violentgames,ARG,6,Youth playing violent games exhibit more aggression.,1.0,Violent games make youth more agressive/violent.,support,entailment,support,,data\3.csv,3_5,100
3,6,Violentgames,ARG,7,"In experimental studies, children who view violent television shows or films — or who play violent video games — are significantly more likely to behave aggressively in comparison to children who view nonviolent television shows or films, or who play nonviolent video games. In long-term studies, individuals who consume violent media during childhood end up more aggressive as adults, in comparison with peers who consume nonviolent media during childhood.",6.0,Youth playing violent games exhibit more aggression.,support,entailment,support,,data\3.csv,3_6,509
3,7,Violentgames,ARG,8,People know video game violence is fake.,6.0,Youth playing violent games exhibit more aggression.,attack,contradiction,attack,,data\3.csv,3_7,92
3,8,Violentgames,ARG,9,"Young people know it: as one 13-year-old said during a study I conducted at Harvard, ""With video games, you know it's fake.""",8.0,People know video game violence is fake.,support,entailment,support,,data\3.csv,3_8,164
3,9,Violentgames,ARG,16,"F.B.I. data shows that youth violence continues to decline. It is now at its lowest rate in years. Violent video games, therefore, can hardly be seen as a major problem since they've been around for years.",1.0,Violent games make youth more agressive/violent.,attack,contradiction,attack,,data\3.csv,3_9,253
3,10,Violentgames,ARG,10,"TV violence is more harmful than violent video games. The New York Times. June 27, 2011: ""there is much better evidence to support psychological harm from exposure to violence on TV news.""",1.0,Violent games make youth more agressive/violent.,attack,contradiction,attack,,data\3.csv,3_10,236
3,11,Violentgames,ARG,11,"Games help develop youths' minds, skills, confidence. Such games (in moderation) may actually have some positive effects on developing minds.",1.0,Violent games make youth more agressive/violent.,attack,contradiction,attack,,data\3.csv,3_11,189
3,12,Violentgames,ARG,12,Violent video games are real danger to young minds.,11.0,"Games help develop youths' minds, skills, confidence. Such games (in moderation) may actually have some positive effects on developing minds.",attack,contradiction,attack,,data\3.csv,3_12,192
3,13,Violentgames,ARG,13,"Research studies have yielded the conclusion that the effect of violent media consumption on aggressive behavior is in the same ballpark statistically as the effect of smoking on lung cancer, the effect of lead exposure on children's intellectual development and the effect of asbestos on laryngeal cancer.",12.0,Violent video games are real danger to young minds.,support,entailment,support,,data\3.csv,3_13,357
3,14,Violentgames,ARG,14,Psychological studies purporting to show a connection between exposure to violent video games and harmful effects on children do not prove that such exposure causes minors to act aggressively. Any demonstrated effects are both small and indistinguishable from effects pro-duced by other media.,1.0,Violent games make youth more agressive/violent.,attack,contradiction,attack,,data\3.csv,3_14,341
3,15,Violentgames,ARG,15,"Justice Breyer: ""Unlike the majority. I would find sufficient grounds in these studies and expert opinions for this court to defer to an elected legislature's conclusion that violent video games are particularly likely to harm children.""",1.0,Violent games make youth more agressive/violent.,support,entailment,support,,data\3.csv,3_15,285
3,201,Violentgames,ADD_ARG,6,Youth playing violent games exhibit more aggression.,4.0,Some youth have tried to emulate violence in games.,support,,support,,data\3.csv,3_201,103
3,202,Violentgames,ADD_ARG,12,Violent video games are real danger to young minds.,6.0,Youth playing violent games exhibit more aggression.,support,,support,,data\3.csv,3_202,103
3,203,Violentgames,ADD_ARG,15,"Justice Breyer: ""Unlike the majority. I would find sufficient grounds in these studies and expert opinions for this court to defer to an elected legislature's conclusion that violent video games are particularly likely to harm children.""",13.0,"Research studies have yielded the conclusion that the effect of violent media consumption on aggressive behavior is in the same ballpark statistically as the effect of smoking on lung cancer, the effect of lead exposure on children's intellectual development and the effect of asbestos on laryngeal cancer.",support,,support,,data\3.csv,3_203,543
3,204,Violentgames,ADD_ARG,6,Youth playing violent games exhibit more aggression.,2.0,Violent video games do not increase aggression.,attack,contradiction,attack,,data\3.csv,3_204,99
3,205,Violentgames,ADD_ARG,17,"A teen can try out different identities — how it feels to be a hero, a trickster, a feared or scorned killer, or someone of a different age or sex — in the safe fantasy world of a video game.",8.0,People know video game violence is fake.,support,,support,,data\3.csv,3_205,231
3,206,Violentgames,ADD_ARG,8,People know video game violence is fake.,4.0,Some youth have tried to emulate violence in games.,attack,,attack,,data\3.csv,3_206,91
3,207,Violentgames,ADD_ARG,7,"In experimental studies, children who view violent television shows or films — or who play violent video games — are significantly more likely to behave aggressively in comparison to children who view nonviolent television shows or films, or who play nonviolent video games. In long-term studies, individuals who consume violent media during childhood end up more aggressive as adults, in comparison with peers who consume nonviolent media during childhood.",16.0,"F.B.I. data shows that youth violence continues to decline. It is now at its lowest rate in years. Violent video games, therefore, can hardly be seen as a major problem since they've been around for years.",attack,,attack,,data\3.csv,3_207,662
3,208,Violentgames,ADD_ARG,17,"A teen can try out different identities — how it feels to be a hero, a trickster, a feared or scorned killer, or someone of a different age or sex — in the safe fantasy world of a video game.",12.0,Violent video games are real danger to young minds.,attack,,attack,,data\3.csv,3_208,242
3,16,Chinaonechildpolicy,ARG,2,"China's ""one child"" policy is key to stabilizing global population growth. With 1.3 billion people, a fifth of the world's population, China must be a major part of the solution to the global population crisis.",1.0,"China's ""one child"" policy is the key to control China's population.",support,entailment,support,,data\3.csv,3_16,278
3,17,Chinaonechildpolicy,ARG,3,China is home to more than one-fifth of the world's population. It thoroughly understands the responsibility it bears in stabilizing world population growth and the essential role it should play. Family planning as an effective solution to China's population problems is more than just responsibility towards the well-being of the Chinese people and future generations; it is a duty owed to maintaining the stability of the world population.,2.0,"China's ""one child"" policy is key to stabilizing global population growth. With 1.3 billion people, a fifth of the world's population, China must be a major part of the solution to the global population crisis.",support,entailment,support,,data\3.csv,3_17,651
3,18,Chinaonechildpolicy,ARG,4,"China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise.",1.0,"China's ""one child"" policy is the key to control China's population.",support,entailment,support,,data\3.csv,3_18,267
3,19,Chinaonechildpolicy,ARG,5,"Condoms/sex-ed better population control than ""one child"". Countries that simply improved access to contraceptives, Thailand and Indonesia for instance, did as much to reduce fertility as China, with its draconian policies.",4.0,"China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise.",attack,contradiction,attack,,data\3.csv,3_19,422
3,20,Chinaonechildpolicy,ARG,6,"India achieved stabilization without population control. There are ways to achieve population-size sustainability without implementing a ""one child"" policy. There are alternative means.",4.0,"China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise.",attack,contradiction,attack,,data\3.csv,3_20,384
3,21,Chinaonechildpolicy,ARG,7,"Ending China's ""one-child"" policy would cause a population spike. Today the fertility level in China is around 1.7 children per woman. if China were to relax its one-child policy, then it's reasonable to expect that fertility would rise. If fertility increased to replacement level of 2.1 (an increase of just under a half a child), which is not unreasonable given desired family size, the country's annual number of births would increase by nearly 30 percent, or approximately five million additional births. By midcentury, this would add up to nearly a quarter-billion more Chinese than currently projected by the U.N.",4.0,"China would have far too many children if not for ""one child"". China estimates that it has three to four hundred million fewer people today with the one child policy than it would have had otherwise.",support,entailment,support,,data\3.csv,3_21,819
3,22,Chinaonechildpolicy,ARG,8,"""One child"" is only partly responsible for reducing China's fertility rates. The most dramatic decrease in the rate actually occurred before the policy was imposed. Between 1970 and 1979, the largely voluntary ""late, long, few"" policy, which called for later childbearing, greater spacing between children, and fewer children, had already resulted in a halving of the total fertility rate, from 5.9 to 2.9. After the one-child policy was introduced, there was a more gradual fall in the rate until 1995, and it has more or less stabilized at approximately 1.7 since then.",1.0,"China's ""one child"" policy is the key to control China's population.",attack,contradiction,attack,,data\3.csv,3_22,639
3,23,Chinaonechildpolicy,ARG,9,"China one-child forestalls problems associated with overpopulation. The reduction in fertility rate and thus population size reduced the severity of problems that come with overpopulation, like epidemics, slums, overwhelmed social services (health, education, law enforcement, and more), and strain on the ecosystem from abuse of fertile land and production of high volumes of waste.",1.0,"China's ""one child"" policy is the key to control China's population.",support,entailment,support,,data\3.csv,3_23,451
3,24,Chinaonechildpolicy,ARG,10,"""One child"" changed tradition that more children is better. Professor Wang says China's family planning policies since 1978 have helped reduce the fertility rate further and contributed to a change in attitudes. ""A lot of people simply don't want that many children. People have accepted the policy,"" he says.",1.0,"China's ""one child"" policy is the key to control China's population.",support,entailment,support,,data\3.csv,3_24,377
